# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
6.2512,983.88,250.91,17.363,117.88,1.7343e-4,0.014293,0,0.006564,-1.0415e-4,27.106,23.512,0.15007,231.9,174.05,94.703,82.497,0.005793,NaN
6.3012,996.3,250.04,18.036,119.52,1.8995e-4,0.0072285,0,0.0080701,1.2553e-4,27.104,23.509,0.15007,231.88,174.04,73.824,82.476,0.0010723,NaN
6.3512,1008.7,249.14,18.707,121.15,2.0722e-4,0.0021307,0,-0.0083184,0.0014379,27.101,23.505,0.15007,231.85,174.02,52.946,82.452,-0.0024878,NaN
6.4012,1021,248.21,19.14,122.79,2.2086e-4,0.010185,0,-0.0075749,4.4193e-4,27.098,23.502,0.15006,231.78,174.01,38.48,82.429,-0.0049934,NaN
6.4512,1033.3,247.26,19.279,124.42,2.2801e-4,0.014238,0,-0.0059333,3.315e-4,27.097,23.5,0.15006,231.73,174.01,31.941,82.409,-0.0063491,NaN
6.5012,1045.5,246.3,19.415,126.05,2.2715e-4,0.012958,0,-0.0040953,2.9316e-4,27.096,23.499,0.15006,231.69,174,25.424,82.395,-0.0058821,NaN
6.5512,1057.7,245.34,19.55,127.67,2.1954e-4,0.007116,0,-0.0027909,3.282e-4,27.095,23.498,0.15006,231.66,174,18.907,82.385,-0.0033233,NaN
6.6012,1069.8,244.36,19.684,129.3,2.0843e-4,9.6211e-4,0,0.0023446,-6.5172e-4,27.095,23.497,0.15006,231.64,174,12.39,82.378,9.2421e-4,NaN
6.6512,1081.9,243.38,19.796,130.92,1.9885e-4,0.0084639,0,0.0030086,-3.8182e-4,27.094,23.496,0.15006,231.57,174,6.5148,82.37,0.0048831,NaN
6.7012,1093.9,242.4,19.757,132.53,1.953e-4,0.012735,0,0.0044534,-2.8273e-4,27.094,23.496,0.15006,231.51,173.99,4.7332,82.36,0.0063311,NaN
6.7512,1105.9,241.42,19.694,134.14,1.9912e-4,0.012521,0,0.0060901,-2.6783e-4,27.093,23.495,0.15006,231.47,173.99,3.6755,82.345,0.005482,NaN
6.8012,1117.9,240.44,19.633,135.75,2.0898e-4,0.008209,0,0.0073644,-2.0709e-4,27.093,23.495,0.15006,231.44,173.99,2.6178,82.325,0.0033962,NaN
6.8512,1129.8,239.46,19.573,137.36,2.2219e-4,0.0014189,0,0.0079449,0.0010597,27.093,23.495,0.15006,231.42,173.99,1.5601,82.303,-6.3326e-4,NaN
6.9012,1141.6,238.49,19.515,138.96,2.3395e-4,0.0055608,0,-0.0076732,8.723e-4,27.093,23.495,0.15006,231.36,173.99,0.50273,82.28,-0.0056209,NaN
# Event BURNOUT occurred at t=6.9512 seconds
# Event EJECTION_CHARGE occurred at t=6.9512 seconds
6.9512,1153.4,237.51,19.437,140.56,2.3896e-4,0.010211,0,-0.0066999,7.2349e-4,27.093,23.495,0.15006,231.3,173.99,0,82.259,-0.0092619,NaN
7.0012,1165.1,236.55,19.34,142.16,2.3353e-4,0.011356,0,-0.0054351,6.5303e-4,27.093,23.495,0.15006,231.26,173.99,0,82.242,-0.0098207,NaN
7.0512,1176.8,235.59,19.243,143.75,2.1772e-4,0.0087304,0,-0.004202,6.2434e-4,27.093,23.495,0.15006,231.23,173.99,0,82.228,-0.0069847,NaN
7.1012,1188.5,234.63,19.147,145.34,1.9504e-4,0.0033441,0,-0.0035368,4.0413e-4,27.093,23.495,0.15006,231.2,173.99,0,82.217,-0.0019075,NaN
7.1512,1200.1,233.68,19.052,146.92,1.7126e-4,0.0028868,0,0.0034817,-8.3148e-4,27.093,23.495,0.15006,231.16,173.99,0,82.207,0.0029312,NaN
7.2012,1211.6,232.73,18.959,148.51,1.5158e-4,0.0080149,0,0.0041505,-6.1036e-4,27.093,23.495,0.15006,231.11,173.99,0,82.196,0.0063742,NaN
7.2512,1223.1,231.78,18.867,150.09,1.3939e-4,0.010584,0,0.0052348,-5.6989e-4,27.093,23.495,0.15006,231.06,173.99,0,82.183,0.0079459,NaN
7.3012,1234.6,230.84,18.777,151.66,1.3625e-4,0.0099909,0,0.0063471,-6.1267e-4,27.093,23.495,0.15006,231.02,173.99,0,82.166,0.0076348,NaN
7.3512,1246,229.91,18.688,153.24,1.4128e-4,0.0065919,0,0.0072751,-6.7808e-4,27.093,23.495,0.15006,230.99,173.99,0,82.146,0.0056334,NaN
7.4012,1257.4,228.98,18.601,154.81,1.5199e-4,0.0014426,0,0.0076771,-0.0012003,27.093,23.495,0.15006,230.97,173.99,0,82.124,0.0023067,NaN
7.4512,1268.7,228.06,18.515,156.38,1.6466e-4,0.0039457,0,-0.007658,3.1685e-4,27.093,23.495,0.15006,230.92,173.99,0,82.102,-0.0013755,NaN
7.5012,1280,227.13,18.43,157.94,1.7546e-4,0.0077983,0,-0.006934,4.4417e-4,27.093,23.495,0.15006,230.87,173.99,0,82.081,-0.0042814,NaN
7.5512,1291.2,226.22,18.345,159.5,1.8137e-4,0.0090261,0,-0.0060044,5.1618e-4,27.093,23.495,0.15006,230.83,173.99,0,82.063,-0.0055071,NaN
7.6012,1302.4,225.3,18.26,161.06,1.8152e-4,0.0075488,0,-0.0051674,5.1497e-4,27.093,23.495,0.15006,230.8,173.99,0,82.047,-0.0043994,NaN
7.6512,1313.5,224.4,18.176,162.62,1.773e-4,0.0039468,0,-0.0045737,3.8557e-4,27.093,23.495,0.15006,230.78,173.99,0,82.033,-0.0017133,NaN
7.7012,1324.6,223.49,18.093,164.17,1.7148e-4,7.3582e-4,0,0.004333,-7.5308e-4,27.093,23.495,0.15006,230.75,173.99,0,82.02,5.9365e-4,NaN
7.7512,1335.6,222.59,18.01,165.72,1.6648e-4,0.0051584,0,0.0046952,-2.5899e-4,27.093,23.495,0.15006,230.7,173.99,0,82.007,0.0017965,NaN
7.8012,1346.6,221.7,17.929,167.27,1.6338e-4,0.008088,0,0.0053857,-1.5688e-4,27.093,23.495,0.15006,230.65,173.99,0,81.993,0.0018635,NaN
7.8512,1357.6,220.8,17.849,168.81,1.6206e-4,0.0087446,0,0.0062765,-7.0397e-5,27.093,23.495,0.15006,230.62,173.99,0,81.976,0.0011137,NaN
7.9012,1368.5,219.92,17.771,170.35,1.618e-4,0.0070269,0,0.0070915,-9.7897e-5,27.093,23.495,0.15006,230.59,173.99,0,81.957,6.8334e-4,NaN
7.9512,1379.4,219.03,17.694,171.89,1.6227e-4,0.0035588,0,0.0076227,-3.7459e-4,27.093,23.495,0.15006,230.56,173.99,0,81.936,0.0011208,NaN
8.0012,1390.2,218.15,17.617,173.43,1.6389e-4,6.8716e-4,0,-0.0073099,-0.0026332,27.093,23.495,0.15006,230.54,173.99,0,81.913,0.0017394,NaN
8.0512,1401,217.28,17.542,174.96,1.6706e-4,0.0044084,0,-0.0075213,-3.0119e-4,27.093,23.495,0.15006,230.49,173.99,0,81.891,0.0012309,NaN
8.1012,1411.7,216.4,17.467,176.49,1.7128e-4,0.0067884,0,-0.0070087,-6.9073e-5,27.093,23.495,0.15006,230.45,173.99,0,81.87,2.7545e-4,NaN
8.1512,1422.4,215.53,17.393,178.02,1.7562e-4,0.0072306,0,-0.0063162,3.4147e-5,27.093,23.495,0.15006,230.42,173.99,0,81.851,-1.6623e-4,NaN
8.2012,1433,214.67,17.318,179.54,1.7966e-4,0.0056184,0,-0.005667,5.9953e-5,27.093,23.495,0.15006,230.39,173.99,0,81.834,-2.36e-4,NaN
8.2512,1443.6,213.81,17.245,181.06,1.8329e-4,0.002444,0,-0.0052485,1.1164e-4,27.093,23.495,0.15006,230.37,173.99,0,81.819,-2.8984e-4,NaN
8.3012,1454.2,212.95,17.172,182.58,1.8649e-4,0.0013138,0,0.0052619,2.2717e-4,27.093,23.495,0.15006,230.34,173.99,0,81.804,-3.2741e-4,NaN
8.3512,1464.7,212.1,17.1,184.1,1.8937e-4,0.0046315,0,0.0055484,-2.6067e-5,27.093,23.495,0.15006,230.3,173.99,0,81.788,1.0631e-4,NaN
8.4012,1475.2,211.25,17.028,185.61,1.9228e-4,0.0067922,0,0.0060701,-8.3216e-5,27.093,23.495,0.15006,230.26,173.99,0,81.772,5.7944e-4,NaN
8.4512,1485.6,210.4,16.958,187.13,1.9551e-4,0.0073547,5.0443e-9,0.0066892,-8.929e-5,27.093,23.495,0.15006,230.23,173.99,0,81.754,8.1805e-4,NaN
8.5012,1496,209.56,16.889,188.63,1.993e-4,0.0062593,0,0.0073001,-1.4393e-4,27.093,23.495,0.15006,230.2,173.99,0,81.733,9.8551e-4,NaN
8.5512,1506.4,208.72,16.822,190.14,2.0394e-4,0.0038047,0,0.0077291,-2.3986e-4,27.093,23.495,0.15006,230.18,173.99,0,81.712,0.0010145,NaN
8.6012,1516.7,207.88,16.755,191.64,2.0944e-4,6.7907e-4,0,0.0078261,-0.0013453,27.093,23.495,0.15006,230.16,173.99,0,81.689,0.0010264,NaN
8.6512,1526.9,207.05,16.689,193.15,2.1555e-4,0.0024565,0,-0.0078721,-1.9407e-4,27.093,23.495,0.15006,230.12,173.99,0,81.667,6.2195e-4,NaN
8.7012,1537.1,206.22,16.624,194.64,2.2194e-4,0.004785,0,-0.0075498,6.5396e-5,27.093,23.495,0.15006,230.09,173.99,0,81.645,-2.6904e-4,NaN
8.7512,1547.3,205.39,16.559,196.14,2.2789e-4,0.0057778,0,-0.0070928,2.0729e-4,27.093,23.495,0.15006,230.06,173.99,0,81.624,-0.0011429,NaN
8.8012,1557.5,204.57,16.494,197.63,2.3255e-4,0.005281,0,-0.0066194,2.9435e-4,27.093,23.495,0.15006,230.03,173.99,0,81.604,-0.0012765,NaN
8.8512,1567.6,203.75,16.429,199.13,2.3606e-4,0.0034779,0,-0.006251,2.1083e-4,27.093,23.495,0.15006,230.01,173.99,0,81.586,-5.5169e-4,NaN
8.9012,1577.6,202.93,16.366,200.62,2.3896e-4,7.9829e-4,0,-0.0060629,-2.2576e-4,27.093,23.495,0.15006,229.99,173.99,0,81.568,3.462e-4,NaN
8.9512,1587.6,202.12,16.302,202.1,2.4198e-4,0.0020939,0,0.006114,-3.8793e-4,27.093,23.495,0.15006,229.96,173.99,0,81.551,9.8202e-4,NaN
9.0012,1597.6,201.31,16.24,203.59,2.457e-4,0.0045332,0,0.0064052,-1.5599e-4,27.093,23.495,0.15006,229.92,173.99,0,81.533,9.9727e-4,NaN
9.0512,1607.5,200.5,16.178,205.07,2.5006e-4,0.0060013,0,0.0068423,-3.4836e-5,27.093,23.495,0.15006,229.89,173.99,0,81.514,4.9609e-4,NaN
9.1012,1617.4,199.7,16.117,206.55,2.5475e-4,0.0062578,0,0.0073062,4.7262e-5,27.093,23.495,0.15006,229.86,173.99,0,81.493,7.6865e-5,NaN
9.1512,1627.3,198.89,16.057,208.02,2.5926e-4,0.0053501,0,0.0077203,9.2226e-5,27.093,23.495,0.15006,229.84,173.99,0,81.472,-2.7086e-4,NaN
9.2012,1637.1,198.1,15.998,209.5,2.6346e-4,0.0036065,0,0.0080233,3.347e-5,27.093,23.495,0.15006,229.82,173.99,0,81.449,-5.2592e-5,NaN
9.2512,1646.9,197.3,15.94,210.97,2.675e-4,0.0013278,0,0.008224,-3.0672e-4,27.093,23.495,0.15006,229.8,173.99,0,81.426,4.8162e-4,NaN
9.3012,1656.6,196.51,15.882,212.44,2.7176e-4,0.0010585,0,-0.0082311,-9.6142e-5,27.093,23.495,0.15006,229.77,173.99,0,81.402,2.2047e-4,NaN
9.3512,1666.3,195.72,15.824,213.91,2.7598e-4,0.0030248,0,-0.0080911,2.0785e-4,27.093,23.495,0.15006,229.74,173.99,0,81.379,-4.1586e-4,NaN
9.4013,1676,194.93,15.767,215.37,2.7972e-4,0.004213,0,-0.0078233,2.2729e-4,27.093,23.495,0.15006,229.71,173.99,0,81.356,-6.7081e-4,NaN
9.4513,1685.6,194.15,15.71,216.84,2.8288e-4,0.0043365,0,-0.0074938,2.1523e-4,27.093,23.495,0.15006,229.69,173.99,0,81.334,-7.991e-4,NaN
9.5013,1695.2,193.37,15.654,218.3,2.8527e-4,0.0034638,0,-0.0072102,3.6186e-4,27.093,23.495,0.15006,229.67,173.99,0,81.313,-0.001099,NaN
9.5513,1704.7,192.59,15.598,219.76,2.868e-4,0.0017876,0,-0.0070026,6.2204e-4,27.093,23.495,0.15006,229.65,173.99,0,81.293,-9.7547e-4,NaN
9.6013,1714.2,191.82,15.543,221.21,2.8751e-4,3.9234e-4,0,0.0068556,0.0010825,27.093,23.495,0.15006,229.63,173.99,0,81.273,-4.0202e-4,NaN
9.6513,1723.7,191.04,15.488,222.67,2.8787e-4,0.0025646,0,0.0070497,-2.4545e-4,27.093,23.495,0.15006,229.6,173.99,0,81.253,4.7875e-4,NaN
9.7013,1733.1,190.28,15.433,224.12,2.8863e-4,0.0042987,0,0.0073181,-3.7519e-4,27.093,23.495,0.15006,229.57,173.99,0,81.232,0.0013546,NaN
9.7513,1742.5,189.51,15.38,225.57,2.9036e-4,0.0052331,0,0.0076543,-4.5688e-4,27.093,23.495,0.15006,229.54,173.99,0,81.211,0.0020029,NaN
9.8013,1751.8,188.74,15.327,227.02,2.935e-4,0.0053149,0,0.0079826,-4.5325e-4,27.093,23.495,0.15006,229.52,173.99,0,81.188,0.002167,NaN
9.8513,1761.1,187.98,15.274,228.46,2.9813e-4,0.0045716,0,0.0083312,-5.1963e-4,27.093,23.495,0.15006,229.5,173.99,0,81.165,0.0020766,NaN
9.9013,1770.4,187.22,15.223,229.9,3.0419e-4,0.0031309,0,0.0085923,-5.9433e-4,27.093,23.495,0.15006,229.48,173.99,0,81.14,0.0017263,NaN
9.9513,1779.6,186.47,15.172,231.35,3.1133e-4,0.0012734,0,0.0087444,-7.2657e-4,27.093,23.495,0.15006,229.47,173.99,0,81.115,0.0010332,NaN
10.001,1788.8,185.71,15.121,232.78,3.1905e-4,6.2987e-4,0,-0.0087887,5.4436e-4,27.093,23.495,0.15006,229.45,173.99,0,81.09,2.5155e-5,NaN
10.051,1798,184.96,15.071,234.22,3.2653e-4,0.002266,0,-0.0086822,7.4544e-4,27.093,23.495,0.15006,229.42,173.99,0,81.065,-0.0010485,NaN
10.101,1807.1,184.22,15.021,235.66,3.3306e-4,0.0032939,0,-0.0085051,7.6125e-4,27.093,23.495,0.15006,229.4,173.99,0,81.04,-0.0016982,NaN
10.151,1816.2,183.47,14.972,237.09,3.3813e-4,0.0035929,0,-0.0083088,6.9806e-4,27.093,23.495,0.15006,229.38,173.99,0,81.016,-0.0016513,NaN
10.201,1825.2,182.73,14.922,238.52,3.4194e-4,0.0030605,0,-0.0080786,4.5005e-4,27.093,23.495,0.15006,229.36,173.99,0,80.993,-8.4715e-4,NaN
10.251,1834.2,181.99,14.874,239.95,3.4506e-4,0.0018661,0,-0.0079606,6.4743e-5,27.093,23.495,0.15006,229.34,173.99,0,80.97,1.0311e-4,NaN
10.301,1843.2,181.25,14.825,241.38,3.4814e-4,3.1712e-4,0,-0.007002,-0.0036523,27.093,23.495,0.15006,229.32,173.99,0,80.947,0.0010796,NaN
10.351,1852.1,180.51,14.777,242.8,3.5192e-4,0.0015264,0,0.0078003,-0.0013562,27.093,23.495,0.15006,229.3,173.99,0,80.924,0.0018069,NaN
10.401,1861,179.78,14.729,244.22,3.5681e-4,0.0032233,0,0.0079897,-8.2284e-4,27.093,23.495,0.15006,229.28,173.99,0,80.902,0.002235,NaN
10.451,1869.9,179.05,14.682,245.64,3.6311e-4,0.004545,0,0.0082301,-5.2628e-4,27.093,23.495,0.15006,229.25,173.99,0,80.878,0.0021843,NaN
10.501,1878.7,178.32,14.636,247.06,3.7074e-4,0.005239,0,0.0085576,-3.6649e-4,27.093,23.495,0.15006,229.23,173.99,0,80.854,0.0018196,NaN
10.551,1887.5,177.59,14.59,248.48,3.7945e-4,0.0051857,0,0.0088698,-1.9048e-4,27.093,23.495,0.15006,229.21,173.99,0,80.829,0.0012345,NaN
10.601,1896.2,176.87,14.545,249.9,3.8871e-4,0.00452,0,0.0091244,-1.9826e-5,27.093,23.495,0.15006,229.2,173.99,0,80.803,5.2048e-4,NaN
10.651,1904.9,176.14,14.5,251.31,3.9807e-4,0.0033364,0,0.0093727,1.3338e-4,27.093,23.495,0.15006,229.18,173.99,0,80.777,1.243e-4,NaN
10.701,1913.6,175.42,14.455,252.72,4.0725e-4,0.0018004,0,0.0095112,3.8571e-4,27.093,23.495,0.15006,229.17,173.99,0,80.75,-7.4296e-5,NaN
10.751,1922.2,174.71,14.411,254.13,4.1615e-4,1.8175e-4,0,0,0,27.093,23.495,0.15006,229.16,173.99,0,80.723,7.6938e-5,NaN
10.801,1930.8,173.99,14.368,255.54,4.2487e-4,0.0012189,0,-0.0095285,1.5362e-4,27.093,23.495,0.15006,229.14,173.99,0,80.695,2.3638e-4,NaN
10.851,1939.4,173.28,14.324,256.94,4.3353e-4,0.0021825,0,-0.0094117,-3.2418e-5,27.093,23.495,0.15006,229.12,173.99,0,80.668,4.1793e-4,NaN
10.901,1947.9,172.57,14.281,258.35,4.422e-4,0.0025477,0,-0.0092622,-2.3207e-4,27.093,23.495,0.15006,229.1,173.99,0,80.641,8.1848e-4,NaN
10.951,1956.4,171.86,14.238,259.75,4.512e-4,0.0023296,0,-0.009117,-6.3382e-4,27.093,23.495,0.15006,229.08,173.99,0,80.615,0.0014278,NaN
11.001,1964.9,171.15,14.196,261.15,4.6085e-4,0.0015764,0,-0.0088995,-0.0013555,27.093,23.495,0.15006,229.07,173.99,0,80.589,0.0018915,NaN
11.051,1973.3,170.45,14.154,262.55,4.7147e-4,4.9695e-4,0,-0.0066591,-0.0059898,27.093,23.495,0.15006,229.05,173.99,0,80.563,0.0024974,NaN
11.101,1981.7,169.75,14.112,263.94,4.8341e-4,0.0010479,0,0.0083476,-0.0033685,27.093,23.495,0.15006,229.04,173.99,0,80.538,0.0028992,NaN
11.151,1990.1,169.05,14.071,265.34,4.9684e-4,0.0022773,0,0.0089819,-0.001462,27.093,23.495,0.15006,229.02,173.99,0,80.512,0.0028276,NaN
11.201,1998.4,168.35,14.03,266.73,5.1164e-4,0.0033596,0,0.0092101,-7.5001e-4,27.093,23.495,0.15006,229,173.99,0,80.485,0.0023464,NaN
11.251,2006.7,167.65,13.989,268.12,5.2754e-4,0.0041255,0,0.0094328,-4.1863e-4,27.093,23.495,0.15006,228.98,173.99,0,80.459,0.0018526,NaN
11.301,2014.9,166.96,13.949,269.51,5.4414e-4,0.0044769,0,0.0096581,-1.1343e-4,27.093,23.495,0.15006,228.96,173.99,0,80.431,0.0011488,NaN
11.351,2023.1,166.27,13.91,270.9,5.6098e-4,0.0043965,0,0.0098789,1.9899e-4,27.093,23.495,0.15006,228.95,173.99,0,80.403,2.7706e-4,NaN
11.401,2031.3,165.58,13.871,272.28,5.7757e-4,0.0039079,0,0.010071,5.1285e-4,27.093,23.495,0.15006,228.94,173.99,0,80.375,-4.3653e-4,NaN
11.451,2039.5,164.89,13.832,273.67,5.9346e-4,0.0031111,0,0.010206,9.969e-4,27.093,23.495,0.15006,228.92,173.99,0,80.345,-0.0010894,NaN
11.501,2047.6,164.21,13.794,275.05,6.083e-4,0.0021087,0,0.010235,0.0017462,27.093,23.495,0.15006,228.91,173.99,0,80.316,-0.0015146,NaN
11.551,2055.6,163.52,13.756,276.43,6.2182e-4,0.0010594,0,0.0098888,0.0033975,27.093,23.495,0.15006,228.9,173.99,0,80.286,-0.0015083,NaN
11.601,2063.7,162.84,13.718,277.81,6.3408e-4,2.8195e-4,0,0,0,27.093,23.495,0.15006,228.89,173.99,0,80.256,-0.0011689,NaN
11.651,2071.7,162.16,13.681,279.19,6.4532e-4,7.812e-4,0,-0.01005,0.002973,27.093,23.495,0.15006,228.87,173.99,0,80.226,-8.5162e-4,NaN
11.701,2079.7,161.48,13.644,280.56,6.5577e-4,0.0012255,0,-0.010309,0.0015055,27.093,23.495,0.15006,228.86,173.99,0,80.196,-6.0774e-4,NaN
11.751,2087.6,160.81,13.607,281.94,6.6558e-4,0.0012856,0,-0.010311,9.5039e-4,27.093,23.495,0.15006,228.84,173.99,0,80.166,-2.7017e-4,NaN
11.801,2095.5,160.13,13.57,283.31,6.7499e-4,9.5584e-4,0,-0.010292,2.3482e-4,27.093,23.495,0.15006,228.83,173.99,0,80.137,2.8084e-4,NaN
11.851,2103.4,159.46,13.534,284.68,6.8431e-4,2.9198e-4,0,0,0,27.093,23.495,0.15006,228.82,173.99,0,80.107,7.6005e-4,NaN
11.901,2111.2,158.79,13.498,286.05,6.938e-4,6.3961e-4,0,0.010199,-0.0012664,27.093,23.495,0.15006,228.8,173.99,0,80.078,8.5985e-4,NaN
11.951,2119,158.12,13.462,287.41,7.0357e-4,0.0016234,0,0.010315,-4.9111e-4,27.093,23.495,0.15006,228.79,173.99,0,80.048,8.6314e-4,NaN
12.001,2126.8,157.45,13.427,288.78,7.1359e-4,0.0026131,0,0.010411,-3.1449e-4,27.093,23.495,0.15006,228.77,173.99,0,80.019,8.7207e-4,NaN
12.051,2134.5,156.79,13.392,290.14,7.2385e-4,0.0034765,0,0.010557,-1.6359e-4,27.093,23.495,0.15006,228.75,173.99,0,79.989,7.6711e-4,NaN
12.101,2142.2,156.12,13.357,291.51,7.3429e-4,0.00413,0,0.010718,6.2826e-5,27.093,23.495,0.15006,228.74,173.99,0,79.958,3.8342e-4,NaN
12.151,2149.9,155.46,13.323,292.87,7.4468e-4,0.0044947,0,0.010904,2.1087e-4,27.093,23.495,0.15006,228.73,173.99,0,79.927,-1.3427e-5,NaN
12.201,2157.5,154.8,13.289,294.23,7.5481e-4,0.0045589,0,0.01107,2.9384e-4,27.093,23.495,0.15006,228.71,173.99,0,79.896,-2.4077e-4,NaN
12.251,2165.1,154.14,13.255,295.58,7.6455e-4,0.0043603,0,0.011262,3.1644e-4,27.093,23.495,0.15006,228.7,173.99,0,79.864,-2.8656e-4,NaN
12.301,2172.7,153.49,13.221,296.94,7.739e-4,0.0039048,0,0.011412,3.5586e-4,27.093,23.495,0.15006,228.69,173.99,0,79.831,-2.9489e-4,NaN
12.351,2180.3,152.83,13.188,298.3,7.8287e-4,0.0032918,0,0.011556,3.6804e-4,27.093,23.495,0.15006,228.68,173.99,0,79.798,-2.4059e-4,NaN
12.401,2187.8,152.18,13.156,299.65,7.9152e-4,0.0025469,0,0.011679,9.3535e-5,27.093,23.495,0.15006,228.67,173.99,0,79.765,2.0601e-4,NaN
12.451,2195.2,151.53,13.123,301,8.0008e-4,0.0017468,0,0.011761,-6.7087e-4,27.093,23.495,0.15006,228.66,173.99,0,79.731,8.851e-4,NaN
12.501,2202.7,150.88,13.091,302.35,8.0892e-4,0.0010391,0,0.011519,-0.0026496,27.093,23.495,0.15006,228.65,173.99,0,79.698,0.0016657,NaN
12.551,2210.1,150.23,13.059,303.7,8.1845e-4,5.5736e-4,0,0.0091193,-0.0075795,27.093,23.495,0.15006,228.63,173.99,0,79.664,0.002402,NaN
12.601,2217.4,149.59,13.027,305.05,8.2902e-4,4.6152e-4,0,5.3129e-4,-0.011872,27.093,23.495,0.15006,228.62,173.99,0,79.63,0.0030377,NaN
12.651,2224.8,148.94,12.996,306.39,8.4095e-4,5.5649e-4,0,-0.0035719,-0.011335,27.093,23.495,0.15006,228.61,173.99,0,79.596,0.0034804,NaN
12.701,2232.1,148.3,12.964,307.74,8.5442e-4,5.5289e-4,0,-0.0020277,-0.01171,27.093,23.495,0.15006,228.6,173.99,0,79.562,0.0036147,NaN
12.751,2239.4,147.66,12.933,309.08,8.6944e-4,5.8183e-4,0,0.0048782,-0.010842,27.093,23.495,0.15006,228.59,173.99,0,79.527,0.0035934,NaN
12.801,2246.6,147.02,12.903,310.42,8.8598e-4,9.1752e-4,0,0.0099683,-0.0065403,27.093,23.495,0.15006,228.57,173.99,0,79.493,0.0035031,NaN
12.851,2253.8,146.38,12.872,311.76,9.0395e-4,0.0014913,0,0.011395,-0.0036892,27.093,23.495,0.15006,228.56,173.99,0,79.459,0.0033132,NaN
12.901,2261,145.74,12.842,313.1,9.2321e-4,0.0021871,0,0.011836,-0.0022129,27.093,23.495,0.15006,228.54,173.99,0,79.425,0.0030718,NaN
12.951,2268.2,145.11,12.812,314.43,9.4358e-4,0.0029242,0,0.01208,-0.0011379,27.093,23.495,0.15006,228.53,173.99,0,79.39,0.0024466,NaN
13.001,2275.3,144.47,12.782,315.77,9.647e-4,0.0036714,0,0.012222,-3.8709e-4,27.093,23.495,0.15006,228.52,173.99,0,79.355,0.0016211,NaN
13.051,2282.4,143.84,12.752,317.1,9.8618e-4,0.0043018,0,0.012394,2.1605e-5,27.093,23.495,0.15006,228.5,173.99,0,79.32,9.6855e-4,NaN
13.101,2289.4,143.21,12.723,318.44,0.0010077,0.0047473,0,0.012552,3.0098e-4,27.093,23.495,0.15006,228.49,173.99,0,79.284,3.7718e-4,NaN
13.151,2296.4,142.58,12.694,319.77,0.0010288,0.0049767,0,0.012726,4.6953e-4,27.093,23.495,0.15006,228.48,173.99,0,79.248,-3.3763e-5,NaN
13.201,2303.4,141.96,12.665,321.1,0.0010496,0.0049595,0,0.012906,6.6179e-4,27.093,23.495,0.15006,228.47,173.99,0,79.211,-4.2299e-4,NaN
13.251,2310.4,141.33,12.637,322.43,0.0010696,0.0047248,0,0.013058,8.7893e-4,27.093,23.495,0.15006,228.46,173.99,0,79.174,-7.9611e-4,NaN
13.301,2317.3,140.71,12.609,323.75,0.0010888,0.0043327,0,0.013198,0.0010637,27.093,23.495,0.15006,228.45,173.99,0,79.136,-0.0010149,NaN
13.351,2324.2,140.08,12.581,325.08,0.0011071,0.0038569,0,0.013302,0.001206,27.093,23.495,0.15006,228.44,173.99,0,79.098,-0.0010696,NaN
13.401,2331,139.46,12.553,326.4,0.0011245,0.0033729,0,0.013412,0.0012264,27.093,23.495,0.15006,228.43,173.99,0,79.06,-9.11e-4,NaN
13.451,2337.9,138.84,12.525,327.73,0.0011411,0.00289,0,0.013517,0.0010103,27.093,23.495,0.15006,228.42,173.99,0,79.021,-4.6242e-4,NaN
13.501,2344.7,138.22,12.498,329.05,0.0011571,0.0024771,0,0.013627,7.3876e-4,27.093,23.495,0.15006,228.41,173.99,0,78.982,-4.3725e-5,NaN
13.551,2351.4,137.61,12.471,330.37,0.0011728,0.0021569,0,0.013712,2.4464e-4,27.093,23.495,0.15006,228.4,173.99,0,78.943,4.4161e-4,NaN
13.601,2358.2,136.99,12.444,331.69,0.0011883,0.0019745,0,0.01376,-5.572e-4,27.093,23.495,0.15006,228.39,173.99,0,78.903,0.0010657,NaN
13.651,2364.9,136.38,12.418,333.01,0.001204,0.0019384,0,0.013792,-0.0011951,27.093,23.495,0.15006,228.38,173.99,0,78.864,0.0015318,NaN
13.701,2371.6,135.76,12.391,334.32,0.0012201,0.0020448,0,0.013804,-0.0015535,27.093,23.495,0.15006,228.37,173.99,0,78.824,0.0018764,NaN
13.751,2378.2,135.15,12.365,335.64,0.0012367,0.0022944,0,0.013863,-0.0016675,27.093,23.495,0.15006,228.35,173.99,0,78.784,0.0021283,NaN
13.801,2384.8,134.54,12.339,336.95,0.0012539,0.0026626,0,0.013944,-0.0015861,27.093,23.495,0.15006,228.34,173.99,0,78.744,0.0023021,NaN
13.851,2391.4,133.93,12.313,338.27,0.0012717,0.0031435,0,0.014052,-0.0012901,27.093,23.495,0.15006,228.33,173.99,0,78.704,0.0022658,NaN
